Date,Open,High,Low,Close,Adj Close,Volume
9/6/2022,107.400002,108.800003,106.050003,108.599998,105.167511,59505849
9/7/2022,107.550003,108.900002,107.099998,107.599998,104.19912,43945660
9/8/2022,108.400002,108.400002,105.349998,105.849998,102.504433,71228405
9/9/2022,107,107.349998,105.5,105.699997,102.359169,63647166
9/12/2022,106.800003,107.949997,106.5,107.75,104.344383,40838533
9/13/2022,108,108.699997,107.550003,107.75,104.344383,44179394
9/14/2022,106.300003,110.400002,105.800003,109.150002,105.700134,86379872
9/15/2022,108.650002,109,106.5,107,103.618088,62926791
9/16/2022,106.199997,107.5,105,105.699997,102.359169,107967267
9/19/2022,106.199997,106.199997,103,103.099998,99.841347,51146568
9/20/2022,104.199997,106.349998,104,105.800003,102.456017,52140254
9/21/2022,105.800003,107.199997,104.300003,104.449997,101.148682,46142823
9/22/2022,104.449997,105.300003,103.5,103.599998,100.325546,61380323
9/23/2022,106.199997,107.900002,103.75,104.300003,101.003426,109765520
9/26/2022,104.400002,104.449997,98.5,99.849998,96.694069,101291962
9/27/2022,101.349998,101.349998,96.5,97.650002,94.563606,104949032
9/28/2022,96.550003,97.849998,95,95.199997,92.19104,71724106
9/29/2022,97,98.25,96.400002,96.849998,93.788895,60884592
9/30/2022,96.849998,100.400002,95.699997,99.300003,96.161461,66436616
10/3/2022,99.599998,99.650002,98,98.349998,95.241486,37282313
10/4/2022,100.300003,101.5,100,101.150002,97.952988,40186702
10/6/2022,102,103.800003,101.75,103.550003,100.27713,48169310
10/7/2022,103.300003,103.5,101.900002,103.300003,100.035034,36080875
10/10/2022,102,103.5,101.150002,103.199997,99.938187,36641275
10/11/2022,103.550003,103.650002,99.800003,100.349998,97.178268,41083734
10/12/2022,100.349998,101.199997,99,100.550003,97.371948,41357469
10/13/2022,101.099998,101.800003,98.800003,100.099998,96.936172,34668093
10/14/2022,101.849998,102.800003,99.900002,100.099998,96.936172,32456805
10/17/2022,99.75,100.400002,98.099998,99.550003,96.403557,37568783
10/18/2022,100.300003,101,99.800003,100.650002,97.468788,30722156
10/19/2022,100.599998,101.25,99.699997,100.050003,96.887756,38764542
10/20/2022,99.5,101.199997,98.800003,100.900002,97.710892,38091315
10/21/2022,100.849998,101.449997,99.349998,100.199997,97.033005,30973997
10/24/2022,102,102.099998,101,101.199997,98.001404,7480281
10/25/2022,101.150002,102.5,100.699997,101.199997,98.001404,37163180
10/27/2022,102.25,104.650002,102.050003,104.199997,100.906578,74349009
10/28/2022,104.099998,104.599998,100.800003,101.599998,98.388763,51006232
10/31/2022,101.900002,102.150002,100.300003,101.550003,98.340347,38715841
11/1/2022,98.550003,101.449997,98.550003,101.199997,98.001404,69031178
11/2/2022,101,103,100.800003,101.25,98.049828,42336049
11/3/2022,100.75,102.449997,100,102,98.776123,39110676
11/4/2022,102.5,105,102.199997,104.75,101.439201,70299020
11/7/2022,105.900002,107.449997,104.599998,106.699997,103.327568,74426059
11/9/2022,107.25,107.550003,105.550003,106.099998,102.746529,38295904
11/10/2022,105.199997,106,104.449997,104.699997,101.390778,27864285
11/11/2022,106.25,108.199997,106.25,107.550003,104.150703,77933417
11/14/2022,108.5,110,108.25,108.699997,105.264351,55474425
11/15/2022,109,109.349998,107.199997,108.550003,105.119095,35007427
11/16/2022,108.449997,108.800003,105.199997,106.550003,103.182312,40404167
11/17/2022,105.900002,106.800003,104.5,105.849998,102.504433,32894825
11/18/2022,105.849998,106.300003,104.699997,105.5,102.165497,28992538
11/21/2022,107.699997,107.699997,103.849998,104.25,100.955002,58404309
11/22/2022,104.400002,105.400002,103.550003,105.199997,101.874977,27846186
11/23/2022,105.699997,106,104.949997,105.449997,102.117073,22809651
11/24/2022,105.849998,105.949997,104.599998,105.5,102.165497,23737867
11/25/2022,105.599998,106.5,105.099998,106.199997,102.843369,27361785
11/28/2022,106,106.400002,104.5,104.900002,101.584465,33516118
11/29/2022,105,107.650002,104.949997,106.099998,102.746529,40661568
11/30/2022,106.099998,107.949997,105.900002,107.650002,104.247543,61142050
12/1/2022,108.699997,111.300003,108,110.75,107.249557,91702642
12/2/2022,110.800003,112.5,110.150002,112,108.460052,70541914
12/5/2022,113.300003,116.099998,112.650002,115.849998,112.188362,96441799
12/6/2022,115.349998,115.349998,112.25,112.949997,109.38002,50581245
12/7/2022,113.400002,113.5,110.849998,111.199997,107.685333,39494279
12/8/2022,111.75,113,110.800003,111.849998,108.314789,32416724
12/9/2022,112.800003,113.75,109.699997,110.449997,106.959038,35665257
12/12/2022,110.199997,112.099998,108.699997,111.699997,108.169533,37082389
12/13/2022,112.550003,112.849998,110.800003,111.199997,107.685333,32264080
12/14/2022,111.599998,113.199997,111.099998,113.050003,109.476868,38606984
12/15/2022,112.650002,113.449997,110.699997,110.949997,107.443237,34361613
12/16/2022,110.349998,112.099998,109.449997,111.050003,107.540085,34736665
12/19/2022,111.050003,112.099998,110.800003,111.800003,108.26638,17297590
12/20/2022,111.150002,111.5,109,110.949997,107.443237,34836506
12/21/2022,111.800003,112,108.699997,109.400002,105.94223,32303565
12/22/2022,110,110.599998,106.349998,107.650002,104.247543,39639329
12/23/2022,106,106.75,101.949997,102.25,99.018219,46756489
12/26/2022,102.800003,105.550003,101.650002,105,101.681297,33995681
12/27/2022,106.650002,111.550003,105.849998,111.150002,107.636917,76033410
12/28/2022,111.050003,112.300003,109.699997,110,106.52327,50660601
12/29/2022,109,112,108.849998,111.75,108.217957,51751642
12/30/2022,112.900002,114.75,112.099998,112.650002,109.089508,56048485
1/2/2023,114.400002,119.699997,113.75,119.25,115.480904,143444095
1/3/2023,119.800003,120.5,117.75,118.449997,114.706184,74419090
1/4/2023,118.75,119.050003,115.349998,115.75,112.09153,55634568
1/5/2023,116.5,117,114.5,116.550003,112.866241,58806907
1/6/2023,117,117.849998,115.25,115.650002,111.99469,58551863
1/9/2023,116.900002,118.099998,116.550003,117.550003,113.834641,37763131
1/10/2023,117.650002,119.75,117.550003,118.849998,115.093544,56750710
1/11/2023,119.449997,120.349998,118,118.849998,115.093544,49321252
1/12/2023,118.949997,119.25,117.599998,118.099998,114.367249,33740024
1/13/2023,118.550003,121.599998,118.150002,120.449997,116.642975,68884010
1/16/2023,121.449997,121.449997,118.800003,119.949997,116.158775,44362359
1/17/2023,119.75,119.900002,118,119.349998,115.577744,27880531
1/18/2023,120,123,120,122.449997,118.579758,64749065
1/19/2023,121.800003,124.300003,121.150002,123.550003,119.644997,53564076
1/20/2023,123.400002,124.199997,122,122.949997,119.063957,37784498
1/23/2023,123.400002,123.849998,121.5,122,118.143982,28601260
1/24/2023,122.5,122.550003,120.099998,120.400002,116.594559,27707765
1/25/2023,120.349998,122.25,120.099998,121,117.175591,46522102
1/27/2023,121.900002,123.25,119.099998,120.650002,116.836655,58771746
1/30/2023,120.449997,121.099998,116.900002,118.75,114.996704,46551837
1/31/2023,118.75,120.449997,117.75,119.699997,115.916679,43986769
2/1/2023,120.099998,124.150002,119.300003,122.050003,118.192406,72919626
2/2/2023,121.949997,122.5,118.400002,119.949997,116.158775,38768010
2/3/2023,120.050003,121,117.199997,120.349998,116.546135,46977350
2/6/2023,120,120,117,117.449997,113.737793,49546361
2/7/2023,112.599998,115.349998,110.550003,111.449997,107.927437,110953246
2/8/2023,111.449997,112.75,110.099998,111.449997,107.927437,66523699
2/9/2023,112.150002,112.949997,109.949997,111.25,107.733757,64710455
2/10/2023,111,111.25,108.300003,108.800003,105.361198,60810058
2/13/2023,108.800003,110.599998,108.400002,108.75,105.312775,56186469
2/14/2023,109.550003,109.900002,108.25,109.25,105.796974,31163587
2/15/2023,109,110.599998,108.800003,110.300003,106.813789,35544190
2/16/2023,111,112.199997,110.650002,112,108.460052,30956191
2/17/2023,111.550003,113.099998,111.300003,112.25,108.702148,34107244
2/20/2023,112.300003,112.699997,111.050003,112.349998,108.798988,19896764
2/21/2023,112.900002,114.199997,112.75,113.150002,109.573708,29830864
2/22/2023,113.25,113.699997,110.650002,111.150002,107.636917,24391211
2/23/2023,111.550003,113.650002,111.349998,112.050003,108.508476,30845778
2/24/2023,112.5,112.900002,109.550003,109.75,106.281166,34326940
2/27/2023,109.800003,110.050003,105.150002,106.099998,102.746529,56217189
2/28/2023,106.849998,107.050003,103.550003,103.949997,100.664482,76540448
3/1/2023,104.699997,107.099998,104.5,105.5,102.165497,76175319
3/2/2023,106.050003,106.900002,104.349998,104.650002,101.342361,55276248
3/3/2023,106,107.449997,105,107,103.618088,117175295
3/6/2023,107.5,107.599998,105,105.650002,102.310753,106868143
3/8/2023,105.300003,106.900002,104,106.5,103.133888,43939583
3/9/2023,107.849998,108.949997,107.5,108.199997,104.780151,51967449
3/10/2023,107,108.349998,106.599998,108.099998,104.683319,47699832
3/13/2023,108.25,109,106.349998,106.800003,103.424408,34552596
3/14/2023,107,108.550003,106.199997,106.400002,103.037048,48584984
3/15/2023,107.5,109.150002,107.400002,108.650002,105.215935,38930902
3/16/2023,107.25,107.25,103.699997,105.050003,101.729721,81088340
3/17/2023,106.449997,107.349998,105,107,103.618088,48962238
3/20/2023,106.099998,106.449997,103.849998,104.5,101.197105,41569640
3/21/2023,105.099998,105.400002,104.300003,104.75,101.439201,26434897
3/22/2023,104.75,105.949997,104.400002,104.800003,101.487625,25891259
3/23/2023,104.400002,105.5,104.349998,104.900002,101.584465,20913844
3/24/2023,105,105.050003,101.550003,102.099998,98.872955,39014278
3/27/2023,102.550003,103.400002,102.099998,102.300003,99.066643,24753289
3/28/2023,102.849998,103.099998,102.349998,102.5,99.260315,18703734
3/29/2023,102.5,104.5,101.650002,103.599998,100.325546,37221124
3/31/2023,105,105.5,104.099998,104.5,101.197105,34579415
4/3/2023,105.099998,105.25,103.800003,104.099998,100.809746,21840428
4/5/2023,104.099998,105,103.199997,104.849998,101.536041,25194802
4/6/2023,104.849998,105.099998,104.199997,104.349998,101.051842,21053782
4/10/2023,104.5,105.75,104.5,104.949997,101.632874,19992257
4/11/2023,105.550003,107.849998,105.099998,107.550003,104.150703,49304956
4/12/2023,108.199997,108.400002,106.949997,107.599998,104.19912,27349538
4/13/2023,107.5,108.150002,105.900002,107.5,104.10228,34880922
4/17/2023,107.599998,108.300003,106.75,107.150002,103.763344,24642162
4/18/2023,107.199997,107.900002,106.849998,107.599998,104.19912,25476339
4/19/2023,107.849998,110.400002,107.75,108.099998,104.683319,62100775
4/20/2023,108.199997,108.699997,107.400002,108,104.586479,18337948
4/21/2023,108,108.099998,105.349998,106.150002,102.794952,37638506
4/24/2023,106.400002,106.699997,105.349998,106.5,103.133888,23475012
4/25/2023,106.699997,107.599998,106.25,107.050003,103.666512,23333425
4/26/2023,106.5,107.050003,105.849998,106.849998,103.472824,23590297
4/27/2023,106.300003,107.849998,106.300003,107.650002,104.247543,22364308
4/28/2023,107.800003,108.5,107.300003,107.949997,104.538055,30072920
5/2/2023,108,110.849998,108,110.300003,106.813789,52822162
5/3/2023,109.800003,111,108.75,109.699997,106.232742,51272624
5/4/2023,110,111.900002,109.5,111.050003,107.540085,38636907
5/5/2023,110.849998,110.849998,108.400002,108.650002,105.215935,32958346
5/8/2023,109.25,109.849998,108.25,109.550003,106.087494,23130472
5/9/2023,109.599998,111.199997,109.150002,109.550003,106.087494,27999202
5/10/2023,109.599998,110,108.599998,109.25,105.796974,19213215
5/11/2023,109.199997,109.5,108.25,108.550003,105.119095,19817637
5/12/2023,108.349998,108.400002,106.550003,106.75,103.375984,36794838
5/15/2023,107.050003,108.199997,105.650002,107.699997,104.295959,22148028
5/16/2023,108.199997,108.650002,107.199997,107.400002,104.005447,18587658
5/17/2023,107.400002,107.5,105.550003,106,102.649689,28895465
5/18/2023,106.5,107.150002,105.099998,105.199997,101.874977,24208481
5/19/2023,105.599998,105.699997,104.050003,104.650002,101.342361,29848841
5/22/2023,105,105.25,104.300003,105,101.681297,21588716
5/23/2023,105.099998,106.050003,105,105.599998,102.262337,21304034
5/24/2023,105.099998,105.800003,104.900002,105.199997,101.874977,28454367
5/25/2023,105,105.199997,104.300003,104.849998,101.536041,25885062
5/26/2023,105,106.75,104.949997,106.400002,103.037048,28362042
5/29/2023,107,108.849998,106.300003,108.449997,105.022255,41062311
5/30/2023,108.949997,108.949997,106.900002,107.050003,103.666512,33475211
5/31/2023,106.400002,106.949997,105.599998,105.800003,102.456017,41249944
6/1/2023,105.900002,106.699997,105.800003,105.949997,102.601273,21211538
6/2/2023,106.5,108.300003,106.5,108,104.586479,46686933
6/5/2023,108.650002,109.900002,107.800003,109.400002,105.94223,39642539
6/6/2023,109.75,109.849998,108.300003,109,105.554871,26751372
6/7/2023,109.5,111.75,108.900002,111.5,107.975853,45157197
6/8/2023,111.5,113,110.949997,111.150002,107.636917,46380294
6/9/2023,111.25,111.650002,108.650002,108.900002,105.458038,36392617
6/12/2023,109.150002,110.599998,109.150002,109.5,106.03907,23472313
6/13/2023,110,111.849998,109.650002,111.150002,107.636917,30018212
6/14/2023,111.5,114,111.400002,113.800003,110.203163,66696433
6/15/2023,113.900002,114.199997,113.25,113.75,110.154739,39430138
6/16/2023,114.400002,114.800003,113.849998,114.25,110.638939,31715807
6/19/2023,115.449997,115.599998,113.050003,114.099998,110.493675,33502185
6/20/2023,114.099998,115.25,113.5,114.25,110.638939,30371599
6/21/2023,114.900002,114.900002,112.849998,113.900002,110.300003,35627983
6/22/2023,110.599998,112.199997,110.550003,111.099998,111.099998,34769987
6/23/2023,110.5,110.75,109.199997,109.599998,109.599998,22190233
6/26/2023,109.599998,110.199997,108.099998,109.849998,109.849998,25332751
6/27/2023,110.599998,111.5,110.150002,110.75,110.75,24129403
6/28/2023,110.75,110.75,110.75,110.75,110.75,0
6/30/2023,111.599998,112.199997,110.400002,112,112,26741918
7/3/2023,112.25,114.25,112.050003,113.099998,113.099998,30979256
7/4/2023,113.199997,113.400002,112.099998,112.400002,112.400002,25080307
7/5/2023,112.550003,113.550003,112.199997,112.949997,112.949997,27877180
7/6/2023,112,112.849998,111.5,112.650002,112.650002,34320086
7/7/2023,112,113.300003,111.25,111.599998,111.599998,30034274
7/10/2023,112.25,115.699997,111.650002,115.300003,115.300003,60652690
7/11/2023,115.599998,116.099998,114.800003,115.150002,115.150002,37999385
7/12/2023,115.150002,116.050003,114,114.699997,114.699997,32771204
7/13/2023,116,116.949997,114.5,114.849998,114.849998,44847814
7/14/2023,115.699997,117.900002,114.800003,117.150002,117.150002,34521821
7/17/2023,117.949997,119.349998,117.099998,117.75,117.75,49115369
7/18/2023,118,118.150002,116.400002,116.599998,116.599998,23433431
7/19/2023,116.699997,117.199997,116.099998,116.699997,116.699997,17222355
7/20/2023,116.699997,117.25,116.349998,116.949997,116.949997,22303831
7/21/2023,116.599998,117.949997,115.5,116.599998,116.599998,31546136
7/24/2023,116.5,116.5,114.349998,115.5,115.5,38113555
7/25/2023,115,119.900002,114.349998,119.25,119.25,88035259
7/26/2023,119.800003,120.599998,118.849998,119.949997,119.949997,29716336
7/27/2023,120.25,121.449997,119.150002,119.800003,119.800003,39664251
7/28/2023,120.199997,121.099998,118.699997,120.599998,120.599998,33996691
7/31/2023,120.599998,123.849998,120.599998,123.150002,123.150002,52330311
8/1/2023,123.550003,124.150002,122.550003,123.199997,123.199997,27863562
8/2/2023,122.900002,122.900002,118.25,118.949997,118.949997,54951586
8/3/2023,118.699997,119.650002,117.5,118.199997,118.199997,34624188
8/4/2023,119.400002,119.75,118,119,119,22303966
8/7/2023,119.599998,119.599998,118,118.849998,118.849998,20711952
8/8/2023,119,119.5,117.949997,118.150002,118.150002,21275054
8/9/2023,118.349998,120.5,116.900002,120.199997,120.199997,34154214
8/10/2023,120,120.650002,119.25,120,120,24439101
8/11/2023,120.300003,121.400002,119.150002,120.300003,120.300003,26337436
8/14/2023,120.300003,120.400002,117.349998,118.150002,118.150002,33095516
8/16/2023,117.949997,117.949997,115.400002,115.949997,115.949997,31252473
8/17/2023,115.900002,116.800003,114.699997,116.050003,116.050003,28461865
8/18/2023,116.300003,116.400002,114.75,115.800003,115.800003,30381609
8/21/2023,116.75,117.099998,115.849998,116.900002,116.900002,22629651
8/22/2023,117.150002,117.75,116.5,117.550003,117.550003,17343131
8/23/2023,117.849998,119.25,117.650002,118.949997,118.949997,43744909
8/24/2023,119.5,120.099998,118.050003,118.25,118.25,27103446
8/25/2023,118,118.150002,116.699997,116.900002,116.900002,23692527
8/28/2023,117,118.25,117,117.599998,117.599998,19218821
8/29/2023,118.5,120.150002,117.75,119.550003,119.550003,36038317
8/30/2023,120.5,122.699997,120.25,122.099998,122.099998,51467177
8/31/2023,122.849998,123.599998,122.150002,122.900002,122.900002,60626985
9/1/2023,123.5,128.699997,123.400002,127.050003,127.050003,76460408
9/4/2023,129.199997,132.899994,128.850006,131.75,131.75,68525900
9/5/2023,131.75,132.449997,128.850006,131.699997,131.699997,36466807
9/6/2023,132.399994,132.399994,128.199997,129.600006,129.600006,36053982
9/7/2023,129.5,130.8,128.6,130.15,130.15,"30,268,235"
9/8/2023,131.4,131.65,129.2,129.5,129.5,"34,313,523"
9/11/2023,129.5,131.85,129.2,131.15,131.15,"33,377,857"
9/12/2023,132.8,133.15,128.65,129,129,"38,065,283"
9/13/2023,129.6,130.5,127.7,129.55,129.55,"23,371,459"
9/14/2023,131,134.2,130.8,131.7,131.7,"58,800,620"
9/15/2023,132.6,133.3,129.85,131.95,131.95,"85,058,495"
9/18/2023,135,135,130.05,130.45,130.45,"62,420,823"
9/20/2023,130.45,131.8,128,128.3,128.3,"43,627,379"
9/21/2023,128.3,129.25,127.2,127.8,127.8,"29,826,091"
9/22/2023,127.15,128.7,125.5,126.75,126.75,"34,049,119"
